PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^conc^FLOAT^uM^^^,2^giprct^FLOAT^^^^,3^nbrtest^INT^^^^,4^range^FLOAT^^^^
468303,3304484,Inactive,253,,,50,-5.45,2,23.7
468304,5124727,Inactive,255,,,50,-3.35,2,22.7
468306,3314467,Inactive,253,,,50,-5.8,2,18.6
468307,4310485,Active,357,,,5,99,2,1
468308,3973082,Inactive,291,,,50,33.4,2,4.2
468309,4066133,Inactive,256,,,50,-2.05,2,5.3
468310,5086250,Inactive,295,,,50,37.6,2,12.6
468312,340967,Inactive,256,,,50,-2.95,2,4.3
468314,340969,Inactive,269,,,50,11.3,2,31.6
468316,340971,Inactive,272,,,50,14.9,2,2.8
468317,340972,Inactive,254,,,50,-4.1,2,23
468318,340973,Inactive,275,,,50,17.8,2,30
468319,340974,Inactive,283,,,50,25.25,2,7.7
468320,340975,Inactive,230,,,50,-28.75,2,19.1
468321,3577158,Inactive,303,,,50,45.6,2,21
468323,340978,Inactive,287,,,50,29.65,2,8.7
468325,340980,Inactive,291,,,50,33,2,0.4
468326,340981,Inactive,262,,,50,4,2,5.8
468327,340982,Inactive,258,,,50,-0.1,2,13.8
468328,340983,Inactive,304,,,50,46.25,2,5.3
468329,340984,Inactive,268,,,50,10.8,2,15.4
468330,340985,Inactive,261,,,50,3.95,2,17.7
468331,340986,Inactive,258,,,50,-0.95,2,18.3
468332,340987,Inactive,261,,,50,3.65,2,2.7
468335,340990,Inactive,277,,,50,19.15,2,34.5
468336,340992,Inactive,290,,,50,32.4,2,10
468337,340993,Inactive,255,,,50,-3.25,2,5.9
468338,340994,Inactive,256,,,50,-2.9,2,7
468339,5384985,Inactive,268,,,5,10,2,23
468341,5464875,Inactive,267,,,50,9.5,2,14.2
468342,5922516,Inactive,264,,,50,6.9,2,23.4
468343,340999,Active,348,,,50,90.9,2,0
468344,341000,Inactive,270,,,50,12.3,2,23.6
468346,299954,Inactive,263,,,50,5.9,2,51.8
468347,341002,Inactive,273,,,50,15.25,2,17.1
468348,341003,Inactive,281,,,50,23.65,2,10.5
468349,341004,Inactive,290,,,50,32.85,2,29.7
468350,341005,Inactive,256,,,50,-2.7,2,4.4
468354,341009,Active,328,,,50,70.1,2,20.2
468355,341010,Active,351,,,50,93.7,2,0.2
468356,9569435,Inactive,267,,,50,9.8,2,11.4
468357,341011,Inactive,314,,,50,56.15,2,34.9
468358,341012,Inactive,263,,,50,5.1,2,8.6
468359,341013,Inactive,239,,,50,-19,2,24.4
468360,5384989,Inactive,284,,,50,26.7,2,11.4
468361,5384990,Inactive,252,,,50,-6.4,2,5.8
468362,341016,Inactive,280,,,50,22.9,2,33
468363,2735561,Inactive,325,,,50,67.8,2,1.6
468364,3004641,Inactive,234,,,50,-24.5,2,22
468365,3434760,Inactive,256,,,50,-2.7,2,44.2
468366,5384991,Inactive,301,,,50,43.5,2,61.2
468367,341020,Inactive,268,,,50,10,2,9.4
468368,341021,Inactive,308,,,5,50,2,14
468369,341022,Inactive,283,,,50,25.1,2,17.2
468370,341023,Inactive,255,,,50,-3.3,2,8
468371,341024,Inactive,284,,,50,26.95,2,8.5
468372,341025,Inactive,243,,,50,-15.7,2,17.4
468373,341026,Inactive,272,,,50,14.7,2,5.2
468377,341030,Inactive,304,,,5,46,2,37
468378,341031,Inactive,289,,,50,31.75,2,17.9
468379,341032,Inactive,254,,,50,-4.3,2,10.2
468380,341033,Inactive,264,,,50,6.85,2,10.7
468381,341034,Inactive,276,,,50,18,2,14.8
468382,72503,Active,349,,,5,91,2,0
468383,341035,Inactive,290,,,5,32,2,4
468385,341037,Inactive,276,,,50,18.75,2,9.7
468386,341038,Inactive,282,,,50,24.85,2,8.1
468388,341039,Active,352,,,50,94.95,2,0.7
468390,84078,Inactive,305,,,50,47.15,2,28.7
468391,341041,Active,350,,,50,92.9,2,2.4
468392,341042,Inactive,289,,,50,31.9,2,8.2
468393,341043,Inactive,282,,,50,24.05,2,0.3
468394,341044,Inactive,257,,,50,-1.5,2,9.2
468395,341045,Inactive,253,,,50,-5.45,2,2.1
468397,341047,Inactive,286,,,50,28.1,2,1.8
468399,4298800,Inactive,285,,,50,27.4,2,6.2
468400,4016394,Active,340,,,50,82.4,2,1.8
468401,341051,Inactive,269,,,50,11.85,2,17.5
468402,341052,Inactive,252,,,50,-6.05,2,12.1
468403,341053,Inactive,308,,,50,50.1,2,7.4
468404,341054,Inactive,231,,,50,-27.85,2,31.7
468405,341055,Active,352,,,50,94.95,2,4.3
468406,341056,Inactive,290,,,50,32.85,2,1.3
468407,341057,Inactive,275,,,50,17.4,2,11.6
468408,341058,Inactive,274,,,50,16.8,2,8.4
468409,341059,Inactive,282,,,50,24.75,2,9.1
468410,341060,Inactive,277,,,50,19.65,2,8.5
468412,341062,Inactive,265,,,50,7.8,2,2.6
468413,341063,Inactive,281,,,50,23.85,2,12.5
468414,341064,Inactive,294,,,50,36.05,2,7.1
468415,100807,Inactive,246,,,50,-12.85,2,26.1
468416,100202,Inactive,278,,,50,20.65,2,8.3
468417,341065,Inactive,276,,,50,18.4,2,12
468418,341066,Inactive,240,,,50,-18.1,2,8.2
468422,341070,Inactive,280,,,50,22.2,2,6.2
468423,341071,Inactive,245,,,50,-13.85,2,12.3
468424,341072,Inactive,280,,,50,22.95,2,7.9
468425,341073,Inactive,281,,,50,23,2,4.6
468426,341074,Inactive,283,,,50,25.75,2,4.1
468427,341075,Inactive,294,,,50,36.75,2,2.3
468430,341078,Inactive,251,,,50,-7.8,2,10.2
468431,341079,Inactive,285,,,50,27.35,2,4.5
468433,341081,Inactive,285,,,50,27.55,2,6.1
468434,341082,Inactive,292,,,50,34.85,2,5.7
468435,341083,Inactive,252,,,50,-6.75,2,8.1
468436,341084,Inactive,273,,,50,15.8,2,2
468437,341085,Inactive,227,,,50,-31.75,2,8.1
468438,341086,Inactive,300,,,50,42.05,2,11.5
468439,5947993,Active,328,,,50,70.15,2,1.3
468440,341088,Inactive,302,,,50,44.35,2,16.1
468441,341089,Inactive,238,,,50,-20.2,2,19.4
468442,341090,Inactive,253,,,50,-5.25,2,34.3
468443,3000989,Inactive,276,,,50,18.15,2,18.3
468444,3000990,Inactive,284,,,50,26.45,2,0.7
468448,5916949,Inactive,260,,,50,2.35,2,25.9
468449,341097,Inactive,265,,,50,7.05,2,32.5
468450,341098,Inactive,275,,,50,17.45,2,10.9
468451,341099,Inactive,304,,,50,46.6,2,33.6
468452,341100,Inactive,252,,,50,-6.45,2,40.1
468453,341101,Inactive,261,,,50,3.85,2,17.9
468454,341102,Inactive,262,,,50,4.3,2,10.2
468455,341103,Inactive,282,,,50,24.85,2,0.3
468456,341104,Inactive,255,,,50,-3.2,2,8.6
468457,341105,Inactive,271,,,50,13.75,2,3.3
468458,341106,Inactive,249,,,50,-9.8,2,18.8
468459,3246680,Inactive,250,,,50,-8.8,2,13
468460,50988860,Inactive,285,,,50,27.15,2,2.9
468461,341109,Inactive,273,,,50,15.1,2,13.8
468463,3896660,Inactive,282,,,50,24,2,15.8
468464,341112,Inactive,281,,,50,23.5,2,1
468465,341113,Inactive,258,,,50,0.8,2,3.8
468466,3896661,Inactive,248,,,50,-10.35,2,27.9
468468,341116,Inactive,284,,,50,26.5,2,32.4
468469,341117,Inactive,251,,,50,-7.45,2,11.3
468471,54698094,Inactive,263,,,50,5.65,2,15.3
468473,6386925,Inactive,255,,,50,-3.35,2,18.7
468474,341122,Inactive,291,,,50,33.7,2,7.2
468475,341123,Inactive,282,,,5,24,2,8
468476,341124,Active,353,,,5,95,2,1
468477,341125,Inactive,296,,,50,38.7,2,46.2
468478,341126,Inactive,302,,,5,44,2,40
468479,341127,Inactive,294,,,50,36.45,2,79.9
468480,341128,Inactive,323,,,5,65,2,1
468481,341129,Inactive,321,,,5,63,2,1
468482,341130,Active,346,,,50,88.1,2,2.4
468483,341131,Inactive,274,,,50,16.95,2,12.1
468484,341132,Inactive,267,,,50,9.25,2,11.1
468485,341133,Inactive,265,,,50,7.25,2,7.7
468486,341134,Inactive,250,,,50,-8.6,2,19.6
468487,341135,Inactive,323,,,50,65.6,2,7.6
468488,341136,Inactive,325,,,50,67.7,2,5.4
468489,341137,Inactive,265,,,50,7.5,2,5.8
468490,341138,Inactive,235,,,50,-23.85,2,36.1
468491,341139,Inactive,233,,,50,-25.25,2,65.1
468493,341141,Inactive,272,,,50,14.3,2,27.4
468499,341147,Active,355,,,50,97.75,2,0.1
468503,73241,Active,355,,,50,97.65,2,1.1
468504,341151,Inactive,259,,,50,1.8,2,15.4
468505,341152,Inactive,246,,,50,-12.5,2,24.6
468506,341153,Inactive,264,,,50,6.5,2,29.8
468507,341154,Inactive,261,,,50,3.45,2,9.3
468508,341155,Inactive,256,,,50,-2.45,2,12.3
468509,341156,Inactive,273,,,50,15.7,2,19.4
468510,341157,Inactive,249,,,50,-9.15,2,11.3
468511,341158,Inactive,266,,,50,8.85,2,12.3
468512,341159,Inactive,247,,,50,-11.85,2,8.9
468513,341160,Inactive,256,,,50,-2.75,2,9.7
468514,341161,Inactive,266,,,50,8.85,2,23.3
468516,341163,Inactive,238,,,50,-20.15,2,6.5
468517,341164,Inactive,283,,,50,25.6,2,6.6
468518,341165,Inactive,293,,,50,35.05,2,19.3
468519,341166,Inactive,264,,,50,6.45,2,15.1
468520,341167,Inactive,221,,,50,-37.45,2,9.1
468521,341168,Inactive,283,,,50,25.2,2,2
468522,341169,Inactive,278,,,50,20.9,2,5.2
468523,341170,Inactive,321,,,50,63.9,2,3.2
468525,341172,Inactive,281,,,50,23.65,2,21.3
468526,341173,Inactive,282,,,50,24.65,2,10.5
468527,5384993,Inactive,276,,,50,18.1,2,35.6
468528,5384994,Inactive,320,,,50,62.65,2,7.3
468533,54679340,Inactive,267,,,50,9.15,2,5.7
468534,341181,Inactive,311,,,50,53.9,2,43.6
468535,5202267,Inactive,251,,,50,-7.4,2,1.4
468536,5205536,Inactive,293,,,50,35.65,2,4.7
468537,341184,Inactive,268,,,50,10.9,2,5.2
468539,16683536,Inactive,264,,,50,6.75,2,70.9
468540,6330566,Inactive,272,,,50,14.45,2,22.1
468544,341191,Inactive,280,,,50,22.25,2,12.7
468546,341193,Inactive,263,,,50,5.6,2,1.8
468547,341194,Inactive,272,,,50,14.55,2,1.9
468548,341195,Inactive,247,,,50,-11.7,2,15.4
468549,341196,Inactive,260,,,50,2,2,22.8
468550,341197,Inactive,255,,,50,-3.25,2,14.5
468551,341198,Inactive,266,,,50,8.55,2,4.9
468552,341199,Inactive,257,,,50,-1.5,2,0.2
468553,341200,Inactive,296,,,50,38.05,2,9.1
468554,341201,Inactive,301,,,50,43.75,2,12.5
468555,341202,Active,339,,,50,81.8,2,4.8
468556,341203,Inactive,246,,,50,-12.5,2,36.4
468557,341204,Inactive,240,,,50,-18.8,2,10.2
468558,5895372,Inactive,291,,,50,33.3,2,8
468559,6256029,Inactive,305,,,50,47.35,2,6.3
468560,5835687,Inactive,213,,,50,-45.55,2,7.9
468561,5993036,Inactive,255,,,50,-3.85,2,22.1
468562,341209,Inactive,260,,,50,2.15,2,28.7
468563,341210,Inactive,291,,,50,33.15,2,15.1
468564,341211,Inactive,261,,,50,3.75,2,17.7
468565,341212,Inactive,295,,,50,37.05,2,2.9
468566,341213,Active,355,,,50,97.9,2,2.2
468567,341214,Inactive,248,,,50,-10.7,2,52
468568,341215,Inactive,250,,,50,-8.3,2,12.8
468569,341216,Inactive,248,,,50,-10.2,2,19.6
468571,341218,Active,356,,,50,98.8,2,0.6
468574,341221,Inactive,290,,,50,32.75,2,1.9
468576,341223,Inactive,277,,,50,19.55,2,14.1
468579,341226,Inactive,276,,,50,18.6,2,3.4
468580,341227,Inactive,273,,,50,15.65,2,1.7
468584,341231,Inactive,297,,,50,39.2,2,9.4
468585,341232,Active,357,,,50,99.55,2,0.1
468587,5384996,Inactive,286,,,50,28.35,2,4.7
468588,341235,Inactive,289,,,50,31.45,2,10.3
468589,341236,Active,354,,,50,96,2,0.6
468598,341245,Active,356,,,50,98.35,2,1.5
468605,54677438,Inactive,266,,,50,8.1,2,8.8
468607,54695440,Inactive,326,,,50,68,2,5.2
468610,341257,Active,357,,,50,99.1,2,0.2
468616,3449946,Active,356,,,50,98.9,2,0.2
468617,4011690,Active,340,,,50,82.55,2,0.5
468618,3967929,Inactive,320,,,50,62.75,2,7.5
468619,5238894,Active,355,,,50,97.2,2,0.6
468620,4284801,Active,357,,,5,99,2,0
468622,341264,Inactive,298,,,50,40,2,3.4
468623,5015300,Inactive,285,,,50,27.1,2,15.6
468625,341267,Inactive,259,,,50,1.85,2,13.7
468626,341268,Inactive,309,,,50,51.5,2,6.4
468631,341273,Inactive,315,,,50,57.85,2,7.3
468632,341274,Active,348,,,50,90.85,2,2.7
468633,341275,Inactive,301,,,50,43.4,2,1.6
468634,341276,Inactive,265,,,50,7.9,2,6.2
468636,341278,Inactive,304,,,50,46.05,2,2.3
468637,341279,Inactive,266,,,50,8.65,2,12.1
468638,341280,Inactive,288,,,5,30,2,42
468639,341281,Active,336,,,50,78.9,2,15.6
468641,341283,Inactive,303,,,50,45.05,2,5.3
468642,341284,Active,349,,,50,91.65,2,2.1
468643,341285,Inactive,289,,,50,31.3,2,12.6
468644,341286,Active,354,,,50,96.65,2,1.3
468645,341287,Inactive,297,,,50,39.45,2,0.9
468646,341288,Active,331,,,50,73.1,2,0.2
468647,341289,Inactive,273,,,50,15.85,2,8.5
468648,341290,Inactive,255,,,50,-3.9,2,10.2
468649,341291,Inactive,274,,,50,16.3,2,8.6
468650,341292,Inactive,266,,,50,8.95,2,5.7
468651,341293,Inactive,278,,,50,20.75,2,8.7
468652,341294,Inactive,280,,,50,22.15,2,2.1
468653,341295,Inactive,280,,,50,22.65,2,2.7
468654,341296,Inactive,292,,,50,34.85,2,8.1
468655,341297,Inactive,310,,,50,52,2,2.8
468656,341298,Inactive,274,,,50,16.6,2,17.4
468657,341299,Inactive,292,,,50,34.25,2,4.9
468658,341300,Inactive,244,,,50,-14.2,2,12.6
468659,341301,Inactive,239,,,50,-19.85,2,1.9
468660,341302,Inactive,279,,,50,21.9,2,4.2
468661,341303,Inactive,247,,,50,-11.2,2,25.6
468662,341304,Inactive,276,,,50,18.65,2,8.7
468663,341305,Inactive,285,,,50,27.85,2,2.7
468664,341306,Inactive,325,,,50,67.3,2,3.2
468665,341307,Inactive,266,,,50,8.1,2,8.2
468666,341308,Inactive,246,,,50,-12.35,2,5.9
468667,6085840,Inactive,299,,,50,41,2,8.2
468668,341310,Active,348,,,50,90.25,2,2.1
468669,341311,Inactive,272,,,50,14,2,5
468670,341312,Inactive,240,,,50,-18.25,2,35.3
468671,341313,Inactive,322,,,50,64.9,2,16.2
468672,341314,Inactive,278,,,50,20.4,2,4.6
468673,341315,Inactive,274,,,50,16.35,2,1.9
468674,341316,Inactive,279,,,50,21.2,2,10.4
468678,341320,Inactive,300,,,50,42.85,2,4.1
468680,341322,Inactive,280,,,50,22.8,2,4
468681,341323,Inactive,258,,,5,0,2,7
468682,341324,Inactive,257,,,50,-1.1,2,6.8
468683,341325,Inactive,283,,,50,25.85,2,6.9
468686,341327,Inactive,267,,,50,9.6,2,3.8
468687,341328,Inactive,302,,,50,44.4,2,14.8
468688,341329,Inactive,258,,,50,0.35,2,3.3
468689,341330,Inactive,278,,,50,20.25,2,6.3
468690,341331,Inactive,287,,,50,29.15,2,4.5
468691,341332,Inactive,282,,,50,24.15,2,4.9
468692,341333,Inactive,282,,,50,24.5,2,6.4
468693,341334,Inactive,241,,,50,-17.25,2,2.1
468694,341335,Active,356,,,5,98,2,0
468695,341336,Active,357,,,5,99,2,0
468696,341337,Active,357,,,5,99,2,0
468697,341338,Active,357,,,50,99.05,2,0.1
468698,341339,Inactive,269,,,50,11.85,2,19.3
468699,341340,Inactive,255,,,50,-3.25,2,5.1
468700,341341,Inactive,238,,,50,-20.2,2,1.6
468701,341342,Inactive,270,,,50,12,2,3.6
468702,341343,Inactive,258,,,50,-0.05,2,21.3
468703,341344,Inactive,283,,,50,25.6,2,3.4
468704,341345,Inactive,283,,,50,25.6,2,21.4
468706,341347,Active,351,,,50,93.9,2,3.6
468707,341348,Active,338,,,50,80.8,2,11.8
468708,341349,Inactive,246,,,50,-12.05,2,8.5
468709,5931684,Inactive,278,,,50,20.45,2,4.9
468710,341351,Inactive,290,,,50,32.15,2,12.7
468711,9555614,Inactive,266,,,50,8.4,2,5.2
468712,341353,Inactive,284,,,50,26.05,2,8.1
468714,341355,Inactive,266,,,50,8.45,2,9.9
468715,341356,Inactive,311,,,50,53.1,2,15
468716,341357,Inactive,243,,,50,-15.25,2,6.3
468717,341358,Inactive,253,,,50,-5.3,2,20.2
468718,341359,Inactive,277,,,50,19.4,2,1.4
468719,341360,Inactive,286,,,50,28.05,2,26.3
468720,5838444,Inactive,279,,,50,21.3,2,1
468721,341362,Inactive,278,,,50,20.2,2,17
468722,341363,Inactive,276,,,50,18.9,2,8.2
468723,341364,Inactive,276,,,50,18.85,2,11.7
468724,341365,Inactive,261,,,50,3.45,2,3.1
468725,341366,Inactive,280,,,50,22.1,2,19.4
468726,341367,Inactive,270,,,50,12.05,2,2.3
468727,341368,Inactive,268,,,50,10.25,2,13.5
468728,341369,Inactive,274,,,50,16,2,4.4
468729,341370,Inactive,261,,,50,3.7,2,8.4
468730,341371,Inactive,261,,,50,3.85,2,2.1
468731,341372,Active,355,,,5,97,2,1
468732,341373,Active,358,,,0.5,100,2,0
468733,341374,Inactive,285,,,50,27.85,2,6.1
468734,341375,Inactive,254,,,50,-4,2,0.4
468735,341376,Inactive,253,,,50,-5.95,2,6.7
468736,341377,Inactive,254,,,50,-4.05,2,3.5
468737,341378,Inactive,275,,,50,17.35,2,3.5
468738,341379,Inactive,283,,,50,25.1,2,24.4
468740,,Inactive,280,,,50,22.3,2,18.4
468748,341382,Inactive,261,,,50,3.25,2,22.7
468750,5384999,Inactive,260,,,50,2.1,2,3
468752,341385,Inactive,272,,,50,14.35,2,6.9
468753,341386,Inactive,291,,,50,33.6,2,20.2
468754,341387,Inactive,253,,,50,-5.4,2,1
468755,341388,Inactive,293,,,50,35.85,2,5.3
468756,341389,Inactive,263,,,50,5.55,2,7.5
468759,341392,Inactive,271,,,50,13.95,2,5.1
468760,341393,Inactive,261,,,50,3.5,2,3
468761,341394,Inactive,276,,,50,18.7,2,0.2
468762,341395,Inactive,268,,,50,10.1,2,15.6
468766,341399,Active,356,,,50,98.45,2,0.1
468767,341400,Inactive,261,,,50,3.05,2,0.1
468768,341401,Inactive,311,,,50,53.95,2,9.5
468769,341402,Inactive,269,,,50,11.55,2,11.5
468770,341403,Inactive,274,,,50,16.7,2,14.6
468771,341404,Inactive,300,,,50,42.9,2,7.6
468772,341405,Inactive,286,,,50,28.05,2,28.3
468773,341406,Active,341,,,5,83,2,7
468774,100808,Inactive,250,,,50,-8,2,33.4
468775,100809,Inactive,267,,,50,9.05,2,3.1
468777,341407,Inactive,261,,,50,3.95,2,2.3
468778,341408,Inactive,278,,,50,20.9,2,6
468779,341409,Inactive,260,,,50,2.5,2,16.8
468781,341411,Active,357,,,50,99.55,2,0.1
468783,341413,Inactive,274,,,50,16.4,2,12.8
468784,341414,Inactive,258,,,50,-0.9,2,9
468785,341415,Inactive,272,,,50,14.25,2,14.9
468786,6385426,Inactive,262,,,50,4.8,2,2.6
468787,184525,Inactive,278,,,50,20.45,2,6.5
468788,341417,Inactive,281,,,50,23.65,2,18.1
468789,341418,Inactive,302,,,50,44.9,2,27.8
468792,341421,Inactive,277,,,50,19.75,2,7.7
468793,3246685,Inactive,276,,,5,18,2,45
468794,341422,Inactive,266,,,50,8.25,2,10.7
468795,341423,Inactive,256,,,50,-2.75,2,11.3
468796,341424,Inactive,247,,,50,-11.15,2,15.3
468797,341425,Inactive,298,,,50,40.55,2,28.1
468798,341426,Inactive,291,,,50,33.2,2,4.4
468799,341427,Inactive,279,,,50,21.65,2,15.1
468800,341428,Inactive,236,,,50,-22.95,2,7.5
468801,341429,Inactive,300,,,50,42.5,2,3
468802,341430,Inactive,272,,,50,14.55,2,8.3
468803,341431,Inactive,260,,,50,2.25,2,1.5
468805,341433,Inactive,256,,,50,-2.5,2,7.6
468809,341437,Inactive,262,,,50,4.8,2,15.4
468810,41441,Inactive,305,,,50,47.85,2,0.3
468811,341438,Inactive,281,,,50,23.35,2,9.7
468812,341439,Inactive,277,,,50,19.45,2,5.7
468813,341440,Inactive,280,,,50,22.85,2,26.1
468816,341443,Inactive,283,,,50,25.25,2,10.9
468818,341445,Inactive,297,,,50,39.2,2,4
468820,9556325,Inactive,307,,,50,49,2,2.8
468827,341454,Inactive,256,,,50,-2.35,2,2.9
468828,341455,Inactive,262,,,50,4.25,2,7.5
468829,341456,Active,355,,,50,97.7,2,0.6
468830,341457,Inactive,264,,,50,6.35,2,3.3
468831,341458,Inactive,292,,,50,34.95,2,13.3
468835,341462,Inactive,289,,,50,31.4,2,13.6
468836,341463,Inactive,320,,,50,62.5,2,3.2
468837,341464,Inactive,300,,,50,42.1,2,4.6
468841,,Inactive,238,,,50,-20.25,2,22.9
468845,341466,Inactive,278,,,50,20.5,2,14.8
468853,341473,Inactive,252,,,50,-6.35,2,10.1
468862,341480,Inactive,255,,,50,-3.2,2,19.6
468863,341481,Inactive,255,,,50,-3.2,2,37.2
468864,341482,Inactive,230,,,50,-28.85,2,10.9
468865,341483,Inactive,227,,,50,-31.05,2,13.9
468866,341484,Inactive,251,,,50,-7.05,2,32.7
468867,341485,Inactive,234,,,50,-24.3,2,3.8
468868,341486,Inactive,280,,,50,22.85,2,6.1
468873,341491,Inactive,243,,,50,-15.55,2,27.7
468875,341493,Inactive,280,,,50,22.6,2,11.2
468876,341494,Inactive,238,,,50,-20.5,2,4.2
468877,341495,Inactive,257,,,50,-1.1,2,11.2
468878,341496,Inactive,223,,,50,-35.7,2,6.2
468879,341497,Inactive,240,,,50,-18.4,2,9.4
468881,,Inactive,275,,,50,17.55,2,16.7
468882,,Inactive,256,,,50,-2.15,2,22.1
468885,6255798,Inactive,240,,,50,-18.6,2,12.6
468886,341502,Active,357,,,50,99.5,2,0
468887,341503,Inactive,317,,,50,59.1,2,15
468888,341504,Active,355,,,5,97,2,1
468890,198690,Inactive,283,,,5,25,2,6
468891,198691,Inactive,304,,,5,46,2,4
468895,341509,Inactive,275,,,50,17,2,15.8
468896,341510,Inactive,268,,,50,10.75,2,5.7
468897,341511,Inactive,221,,,50,-37.6,2,27.6
468898,341512,Inactive,258,,,50,0.35,2,4.5
468900,341514,Inactive,278,,,0.5,20,2,4
468904,341518,Inactive,282,,,5,24,2,8
468905,341519,Inactive,278,,,0.5,20,2,4
468907,341521,Inactive,272,,,0.5,14,2,1
468908,341522,Inactive,187,,,50,-71.8,2,4.4
468913,341527,Inactive,206,,,50,-52.1,2,28
468914,341528,Inactive,260,,,50,2.6,2,9.8
468915,341529,Inactive,236,,,50,-22.45,2,10.5
468916,341530,Inactive,290,,,50,32.55,2,7.3
468924,341538,Inactive,277,,,50,19.8,2,8.6
468925,341539,Inactive,258,,,50,-0.15,2,0.5
468926,341540,Inactive,261,,,50,3.2,2,35.6
468929,341543,Inactive,282,,,50,24.55,2,21.1
468930,341544,Active,356,,,50,98.35,2,0.3
468951,341565,Inactive,259,,,50,1.6,2,4.8
468952,54688868,Inactive,286,,,50,28.35,2,2.9
468953,341567,Inactive,248,,,50,-10.8,2,22.8
468954,54690695,Inactive,309,,,50,51.05,2,22.5
468955,341569,Inactive,241,,,50,-17.5,2,3.6
468956,54690696,Inactive,249,,,50,-9.95,2,15.9
468959,54685079,Active,348,,,50,90.6,2,5.4
468960,54695441,Inactive,280,,,50,22.95,2,4.1
468961,54676576,Inactive,246,,,50,-12,2,36
468962,54694535,Inactive,255,,,50,-3.3,2,3
468963,54693716,Inactive,267,,,50,9.05,2,16.9
468964,54695442,Inactive,301,,,50,43.35,2,2.3
468965,54677844,Inactive,260,,,50,2.7,2,6.8
468966,341579,Inactive,245,,,50,-13.1,2,7.2
468967,54676523,Inactive,258,,,50,-0.7,2,28.4
468968,100204,Inactive,291,,,50,33.3,2,59.8
468969,5385007,Inactive,243,,,50,-15.05,2,7.5
468970,341582,Inactive,251,,,50,-7.95,2,7.3
468971,341583,Inactive,256,,,50,-2.9,2,1
468972,341584,Inactive,225,,,50,-33.05,2,32.9
468973,100812,Inactive,260,,,50,2,2,11.6
468978,341589,Active,355,,,50,97.6,2,0
468981,341592,Inactive,277,,,50,19.5,2,4.2
468982,55509,Inactive,298,,,50,40.15,2,10.1
468983,55508,Active,353,,,50,95.35,2,0.1
468984,56909,Active,357,,,5,99,2,0
468986,341594,Inactive,259,,,50,1.3,2,17.4
468988,341596,Inactive,272,,,50,14.8,2,11.8
468989,341597,Inactive,258,,,50,-0.7,2,4.8
468990,341598,Inactive,285,,,50,27.95,2,5.1
468992,3000664,Inactive,285,,,50,27.35,2,10.7
468993,3000664,Inactive,272,,,50,14.9,2,17.4
468994,5385009,Inactive,272,,,50,14.3,2,2.8
468995,341603,Inactive,253,,,50,-5.75,2,11.3
468996,341604,Inactive,289,,,50,31.05,2,4.1
468997,341605,Inactive,282,,,50,24.65,2,2.1
468998,341606,Inactive,290,,,50,32.35,2,9.5
468999,341607,Inactive,266,,,50,8.5,2,26.8
469003,341611,Inactive,242,,,50,-16.45,2,4.3
469004,341612,Inactive,272,,,50,14.1,2,5.6
469005,341613,Inactive,260,,,50,2.2,2,33.2
469007,341615,Inactive,297,,,50,39.6,2,25.6
469009,5281227,Inactive,246,,,50,-12.1,2,9.2
469010,100205,Inactive,252,,,50,-6.3,2,10.6
469013,341618,Inactive,277,,,50,19.05,2,5.5
469014,6377265,Inactive,259,,,50,1.9,2,13
469015,341620,Inactive,262,,,50,4.95,2,11.1
469016,341621,Inactive,258,,,50,-0.75,2,9.7
469019,5385011,Active,341,,,50,83.25,2,0.3
469021,341625,Inactive,293,,,50,35.35,2,57.7
469022,8273,Inactive,254,,,50,-4.15,2,1.1
469024,341627,Inactive,251,,,50,-7.6,2,1.4
469025,341628,Inactive,269,,,50,11.85,2,3.1
469026,341629,Inactive,283,,,50,25.05,2,5.7
469027,341630,Inactive,246,,,50,-12.05,2,6.1
469028,6450907,Inactive,250,,,50,-8.75,2,16.1
469029,341631,Inactive,273,,,50,15.45,2,13.9
469030,341632,Inactive,270,,,50,12,2,4.8
469031,341633,Inactive,286,,,50,28.65,2,6.3
469032,341634,Inactive,271,,,50,13.8,2,1.2
469033,341635,Inactive,262,,,50,4.65,2,2.1
469034,341636,Inactive,247,,,50,-11.35,2,12.9
469035,341637,Inactive,290,,,50,32.2,2,14.4
469036,341638,Inactive,277,,,50,19.2,2,15.4
469037,341639,Inactive,272,,,50,14.1,2,7.6
469038,341640,Inactive,272,,,50,14,2,22.8
469039,5945343,Inactive,258,,,50,-0.8,2,15
469041,341642,Inactive,264,,,50,6.65,2,18.1
469042,5385013,Inactive,263,,,50,5.95,2,11.9
469043,5921824,Inactive,268,,,50,10.75,2,2.5
469045,22210422,Inactive,283,,,50,25.4,2,2.8
469046,341646,Inactive,256,,,50,-2.7,2,0.2
469048,341648,Inactive,288,,,50,30.4,2,3.6
469049,341649,Inactive,208,,,50,-50.85,2,62.7
469057,341657,Inactive,272,,,50,14.65,2,5.9
469065,341665,Inactive,241,,,50,-17.15,2,15.5
469069,5947584,Inactive,275,,,50,17.95,2,5.5
469070,9555617,Inactive,258,,,50,0.55,2,3.5
469081,341680,Inactive,274,,,50,16.1,2,9.6
